drug1,drug2,status
Hydrocortison,Morphin sulfat,unknown
Hydrocortison,Kali chlorid,unknown
Hydrocortison,Natri colistimethat,unknown
Hydrocortison,Recombinant Human Erythropoietin alfa,unknown
Hydrocortison,Naloxon hydroclorid,unknown
Hydrocortison,Neostigmin methylsulfat,unknown
Hydrocortison,Nicardipin hydrochlorid,unknown
Hydrocortison,Noradrenalin,unknown
Hydrocortison,Octreotide,unknown
Hydrocortison,Omeprazol,unknown
Hydrocortison,Ondansetron,unknown
Hydrocortison,Oxacilin,unknown
Hydrocortison,Pantoprazol,unknown
Hydrocortison,Phenobarbital,unknown
Hydrocortison,Phytomenadion,unknown
Hydrocortison,Piperacilin + Tazobactam,unknown
Hydrocortison,Propofol,unknown
Hydrocortison,Rocuronium Bromid,unknown
Hydrocortison,Natri bicarbonat,unknown
Hydrocortison,Natri Chlorid,unknown
Hydrocortison,Natri lactat,unknown
Hydrocortison,Sugammadex,unknown
Hydrocortison,Terbutalin sulfat,unknown
Hydrocortison,Tinidazol,unknown
Hydrocortison,Tobramycin sulfat,unknown
Hydrocortison,Vancomycin,unknown
Hydrocortison,Voriconazol,unknown
Iloprost,Imipenem + Cilasatin,unknown
Iloprost,Immune globulin,unknown
Iloprost,Insulin aspart,unknown
Iloprost,Iohexol,unknown
Iloprost,Iopromide,unknown
Iloprost,Ketamine,unknown
Iloprost,Ketorolac Tromethamol,unknown
Iloprost,Levobupivacain,unknown
Iloprost,Levofloxacin,unknown
Iloprost,Lidocain hydroclorid,unknown
Iloprost,Linezolid,unknown
Iloprost,Magie Chlorid,unknown
Iloprost,Magie sulfat,unknown
Iloprost,Manitol,unknown
Iloprost,Meropenem,unknown
Iloprost,Methotrexat,unknown
Iloprost,Methylprednisolon,unknown
Iloprost,Metronidazol,unknown
Iloprost,Micafungin natri,unknown
Iloprost,Midazolam,unknown
Iloprost,Milrinone,unknown
Iloprost,Morphin sulfat,unknown
Iloprost,Kali chlorid,unknown
Iloprost,Natri colistimethat,unknown
Iloprost,Recombinant Human Erythropoietin alfa,unknown
Iloprost,Naloxon hydroclorid,unknown
Iloprost,Neostigmin methylsulfat,unknown
Iloprost,Nicardipin hydrochlorid,unknown
Iloprost,Noradrenalin,unknown
Iloprost,Octreotide,unknown
Iloprost,Omeprazol,unknown
Iloprost,Ondansetron,unknown
Iloprost,Oxacilin,unknown
Iloprost,Pantoprazol,unknown
Iloprost,Phenobarbital,unknown
Iloprost,Phytomenadion,unknown
Iloprost,Piperacilin + Tazobactam,unknown
Iloprost,Propofol,unknown
Iloprost,Rocuronium Bromid,unknown
Iloprost,Natri bicarbonat,unknown
Iloprost,Natri Chlorid,unknown
Iloprost,Natri lactat,unknown
Iloprost,Sugammadex,unknown
Iloprost,Terbutalin sulfat,unknown
Iloprost,Tinidazol,unknown
Iloprost,Tobramycin sulfat,unknown
Iloprost,Vancomycin,unknown
Iloprost,Voriconazol,unknown
Imipenem + Cilasatin,Immune globulin,unknown
Imipenem + Cilasatin,Insulin aspart,compatible
Imipenem + Cilasatin,Iohexol,unknown
Imipenem + Cilasatin,Iopromide,unknown
Imipenem + Cilasatin,Ketamine,unknown
Imipenem + Cilasatin,Ketorolac Tromethamol,compatible
Imipenem + Cilasatin,Levobupivacain,unknown
Imipenem + Cilasatin,Levofloxacin,compatible
Imipenem + Cilasatin,Lidocain hydroclorid,compatible
Imipenem + Cilasatin,Linezolid,compatible
Imipenem + Cilasatin,Magie Chlorid,unknown
Imipenem + Cilasatin,Magie sulfat,compatible
Imipenem + Cilasatin,Manitol,incompatible
Imipenem + Cilasatin,Meropenem,compatible
Imipenem + Cilasatin,Methotrexat,compatible
Imipenem + Cilasatin,Methylprednisolon,unknown
Imipenem + Cilasatin,Metronidazol,compatible
Imipenem + Cilasatin,Micafungin natri,unknown
Imipenem + Cilasatin,Midazolam,controversial
Imipenem + Cilasatin,Milrinone,incompatible
Imipenem + Cilasatin,Morphin sulfat,compatible
Imipenem + Cilasatin,Kali chlorid,compatible
Imipenem + Cilasatin,Natri colistimethat,compatible
Imipenem + Cilasatin,Recombinant Human Erythropoietin alfa,compatible
Imipenem + Cilasatin,Naloxon hydroclorid,compatible
Imipenem + Cilasatin,Neostigmin methylsulfat,unknown
Imipenem + Cilasatin,Nicardipin hydrochlorid,incompatible
Imipenem + Cilasatin,Noradrenalin,unknown
Imipenem + Cilasatin,Octreotide,compatible
Imipenem + Cilasatin,Omeprazol,unknown
Imipenem + Cilasatin,Ondansetron,compatible
Imipenem + Cilasatin,Oxacilin,compatible
Imipenem + Cilasatin,Pantoprazol,compatible
Imipenem + Cilasatin,Phenobarbital,controversial
Imipenem + Cilasatin,Phytomenadion,compatible
Imipenem + Cilasatin,Piperacilin + Tazobactam,unknown
Imipenem + Cilasatin,Propofol,compatible
Imipenem + Cilasatin,Rocuronium Bromid,compatible
Imipenem + Cilasatin,Natri bicarbonat,incompatible
Imipenem + Cilasatin,Natri Chlorid,unknown
Imipenem + Cilasatin,Natri lactat,unknown
Imipenem + Cilasatin,Sugammadex,unknown
Imipenem + Cilasatin,Terbutalin sulfat,unknown
Imipenem + Cilasatin,Tinidazol,unknown
Imipenem + Cilasatin,Tobramycin sulfat,compatible
Imipenem + Cilasatin,Vancomycin,controversial
Imipenem + Cilasatin,Voriconazol,compatible
Immune globulin,Insulin aspart,unknown
Immune globulin,Iohexol,unknown
Immune globulin,Iopromide,unknown
Immune globulin,Ketamine,unknown
Immune globulin,Ketorolac Tromethamol,unknown
Immune globulin,Levobupivacain,unknown
Immune globulin,Levofloxacin,unknown
Immune globulin,Lidocain hydroclorid,unknown
Immune globulin,Linezolid,unknown
Immune globulin,Magie Chlorid,unknown
Immune globulin,Magie sulfat,unknown
Immune globulin,Manitol,unknown
Immune globulin,Meropenem,unknown
Immune globulin,Methotrexat,unknown
Immune globulin,Methylprednisolon,unknown
Immune globulin,Metronidazol,unknown
Immune globulin,Micafungin natri,unknown
Immune globulin,Midazolam,unknown
Immune globulin,Milrinone,unknown
Immune globulin,Morphin sulfat,unknown
Immune globulin,Kali chlorid,unknown
Immune globulin,Natri colistimethat,unknown
Immune globulin,Recombinant Human Erythropoietin alfa,unknown
Immune globulin,Naloxon hydroclorid,unknown
Immune globulin,Neostigmin methylsulfat,unknown
Immune globulin,Nicardipin hydrochlorid,unknown
Immune globulin,Noradrenalin,unknown
Immune globulin,Octreotide,unknown
Immune globulin,Omeprazol,unknown
Immune globulin,Ondansetron,unknown
Immune globulin,Oxacilin,unknown
Immune globulin,Pantoprazol,unknown
Immune globulin,Phenobarbital,unknown
Immune globulin,Phytomenadion,unknown
Immune globulin,Piperacilin + Tazobactam,unknown
Immune globulin,Propofol,unknown
Immune globulin,Rocuronium Bromid,unknown
Immune globulin,Natri bicarbonat,unknown
Immune globulin,Natri Chlorid,unknown
Immune globulin,Natri lactat,unknown
Immune globulin,Sugammadex,unknown
Immune globulin,Terbutalin sulfat,unknown
Immune globulin,Tinidazol,unknown
Immune globulin,Tobramycin sulfat,unknown
Immune globulin,Vancomycin,unknown
Immune globulin,Voriconazol,unknown
Insulin aspart,Iohexol,unknown
Insulin aspart,Iopromide,unknown
Insulin aspart,Ketamine,unknown
Insulin aspart,Ketorolac Tromethamol,unknown
Insulin aspart,Levobupivacain,unknown
Insulin aspart,Levofloxacin,unknown
Insulin aspart,Lidocain hydroclorid,unknown
Insulin aspart,Linezolid,unknown
Insulin aspart,Magie Chlorid,unknown
Insulin aspart,Magie sulfat,compatible
Insulin aspart,Manitol,unknown
Insulin aspart,Meropenem,compatible
Insulin aspart,Methotrexat,unknown
Insulin aspart,Methylprednisolon,unknown
Insulin aspart,Metronidazol,unknown
Insulin aspart,Micafungin natri,unknown
Insulin aspart,Midazolam,compatible
Insulin aspart,Milrinone,compatible
Insulin aspart,Morphin sulfat,unknown
Insulin aspart,Kali chlorid,compatible
Insulin aspart,Natri colistimethat,unknown
Insulin aspart,Recombinant Human Erythropoietin alfa,unknown
Insulin aspart,Naloxon hydroclorid,unknown
Insulin aspart,Neostigmin methylsulfat,unknown
Insulin aspart,Nicardipin hydrochlorid,unknown
Insulin aspart,Noradrenalin,unknown
Insulin aspart,Octreotide,compatible
Insulin aspart,Omeprazol,unknown
Insulin aspart,Ondansetron,unknown
Insulin aspart,Oxacilin,unknown
Insulin aspart,Pantoprazol,compatible
Insulin aspart,Phenobarbital,unknown
Insulin aspart,Phytomenadion,unknown
Insulin aspart,Piperacilin + Tazobactam,compatible
Insulin aspart,Rocuronium Bromid,unknown
Insulin aspart,Natri bicarbonat,unknown
Insulin aspart,Natri Chlorid,unknown
Insulin aspart,Natri lactat,unknown
Insulin aspart,Sugammadex,unknown
Insulin aspart,Terbutalin sulfat,unknown
Insulin aspart,Tinidazol,unknown
Insulin aspart,Tobramycin sulfat,unknown
Insulin aspart,Vancomycin,compatible
Insulin aspart,Voriconazol,unknown
Iohexol,Iopromide,unknown
Iohexol,Ketamine,unknown
Iohexol,Ketorolac Tromethamol,unknown
Iohexol,Levobupivacain,unknown
Iohexol,Levofloxacin,unknown
Iohexol,Lidocain hydroclorid,unknown
Iohexol,Linezolid,unknown
Iohexol,Magie Chlorid,unknown
Iohexol,Magie sulfat,unknown
Iohexol,Manitol,unknown
Iohexol,Meropenem,unknown
Iohexol,Methotrexat,unknown
Iohexol,Methylprednisolon,unknown
Iohexol,Metronidazol,unknown
Iohexol,Micafungin natri,unknown
Iohexol,Midazolam,unknown
Iohexol,Milrinone,unknown
Iohexol,Morphin sulfat,unknown
Iohexol,Kali chlorid,unknown
Iohexol,Natri colistimethat,unknown
Iohexol,Recombinant Human Erythropoietin alfa,unknown
Iohexol,Naloxon hydroclorid,unknown
Iohexol,Neostigmin methylsulfat,unknown
Iohexol,Nicardipin hydrochlorid,unknown
Iohexol,Noradrenalin,unknown
Iohexol,Octreotide,unknown
Iohexol,Omeprazol,unknown
Iohexol,Ondansetron,unknown
Iohexol,Oxacilin,unknown
Iohexol,Pantoprazol,unknown
Iohexol,Phenobarbital,unknown
Iohexol,Phytomenadion,unknown
Iohexol,Piperacilin + Tazobactam,unknown
Iohexol,Propofol,unknown
Iohexol,Rocuronium Bromid,unknown
Iohexol,Natri bicarbonat,unknown
Iohexol,Natri Chlorid,unknown
Iohexol,Natri lactat,unknown
Iohexol,Sugammadex,unknown
Iohexol,Terbutalin sulfat,unknown
Iohexol,Tinidazol,unknown
Iohexol,Tobramycin sulfat,unknown
Iohexol,Vancomycin,unknown
Iohexol,Voriconazol,unknown
Iopromide,Ketamine,unknown
Iopromide,Ketorolac Tromethamol,unknown
Iopromide,Levobupivacain,unknown
Iopromide,Levofloxacin,unknown
Iopromide,Lidocain hydroclorid,unknown
Iopromide,Linezolid,unknown
Iopromide,Magie Chlorid,unknown
Iopromide,Magie sulfat,unknown
Iopromide,Manitol,unknown
Iopromide,Meropenem,unknown
Iopromide,Methotrexat,unknown
Iopromide,Methylprednisolon,unknown
Iopromide,Metronidazol,unknown
Iopromide,Micafungin natri,unknown
Iopromide,Midazolam,unknown
Iopromide,Milrinone,unknown
Iopromide,Morphin sulfat,unknown
Iopromide,Kali chlorid,unknown
Iopromide,Natri colistimethat,unknown
Iopromide,Recombinant Human Erythropoietin alfa,unknown
Iopromide,Naloxon hydroclorid,unknown
Iopromide,Neostigmin methylsulfat,unknown
Iopromide,Nicardipin hydrochlorid,unknown
Iopromide,Noradrenalin,unknown
Iopromide,Octreotide,unknown
Iopromide,Omeprazol,unknown
Iopromide,Ondansetron,unknown
Iopromide,Oxacilin,unknown
Iopromide,Pantoprazol,unknown
Iopromide,Phenobarbital,unknown
Iopromide,Phytomenadion,unknown
Iopromide,Piperacilin + Tazobactam,unknown
Iopromide,Propofol,unknown
Iopromide,Rocuronium Bromid,unknown
Iopromide,Natri bicarbonat,unknown
Iopromide,Natri Chlorid,unknown
Iopromide,Natri lactat,unknown
Iopromide,Sugammadex,unknown
Iopromide,Terbutalin sulfat,unknown
Iopromide,Tinidazol,unknown
Iopromide,Tobramycin sulfat,unknown
Iopromide,Vancomycin,unknown
Iopromide,Voriconazol,unknown
Kali chlorid,Ketamine,compatible
Kali chlorid,Ketorolac Tromethamol,compatible
Kali chlorid,Levobupivacain,unknown
Kali chlorid,Levofloxacin,compatible
Kali chlorid,Lidocain hydroclorid,compatible
Kali chlorid,Linezolid,compatible
Kali chlorid,Magie Chlorid,unknown
Kali chlorid,Magie sulfat,compatible
Kali chlorid,Manitol,compatible
Kali chlorid,Meropenem,compatible
Kali chlorid,Methotrexat,compatible
Kali chlorid,Methylprednisolon,unknown
Kali chlorid,Metronidazol,compatible
Kali chlorid,Micafungin natri,compatible
Kali chlorid,Midazolam,compatible
Kali chlorid,Milrinone,compatible
Kali chlorid,Morphin sulfat,compatible
Kali chlorid,Natri colistimethat,compatible
Kali chlorid,Recombinant Human Erythropoietin alfa,compatible
Kali chlorid,Naloxon hydroclorid,compatible
Kali chlorid,Neostigmin methylsulfat,unknown
Kali chlorid,Nicardipin hydrochlorid,compatible
Kali chlorid,Noradrenalin,unknown
Kali chlorid,Octreotide,compatible
Kali chlorid,Omeprazol,unknown
Kali chlorid,Ondansetron,compatible
Kali chlorid,Oxacilin,compatible
Kali chlorid,Pantoprazol,compatible
Kali chlorid,Phenobarbital,compatible
Kali chlorid,Phytomenadion,compatible
Kali chlorid,Piperacilin + Tazobactam,compatible
Kali chlorid,Propofol,compatible
Kali chlorid,Rocuronium Bromid,compatible
Kali chlorid,Natri bicarbonat,compatible
Kali chlorid,Natri Chlorid,unknown
Kali chlorid,Natri lactat,unknown
Kali chlorid,Sugammadex,unknown
Kali chlorid,Terbutalin sulfat,unknown
Kali chlorid,Tinidazol,unknown
Kali chlorid,Tobramycin sulfat,compatible
Kali chlorid,Vancomycin,compatible
Kali chlorid,Voriconazol,compatible
Ketamine,Ketorolac Tromethamol,unknown
Ketamine,Levobupivacain,unknown
Ketamine,Levofloxacin,unknown
Ketamine,Lidocain hydroclorid,unknown
Ketamine,Linezolid,unknown
Ketamine,Magie Chlorid,unknown
Ketamine,Magie sulfat,compatible
Ketamine,Manitol,unknown
Ketamine,Meropenem,incompatible
Ketamine,Methotrexat,unknown
Ketamine,Methylprednisolon,unknown
Ketamine,Metronidazol,compatible
Ketamine,Micafungin natri,unknown
Ketamine,Midazolam,compatible
Ketamine,Milrinone,compatible
Ketamine,Morphin sulfat,unknown
Ketamine,Natri colistimethat,unknown
Ketamine,Recombinant Human Erythropoietin alfa,unknown
Ketamine,Naloxon hydroclorid,compatible
Ketamine,Neostigmin methylsulfat,unknown
Ketamine,Nicardipin hydrochlorid,compatible
Ketamine,Noradrenalin,unknown
Ketamine,Octreotide,unknown
Ketamine,Omeprazol,unknown
Ketamine,Ondansetron,compatible
Ketamine,Oxacilin,unknown
Ketamine,Pantoprazol,unknown
Ketamine,Phenobarbital,unknown
Ketamine,Phytomenadion,unknown
Ketamine,Piperacilin + Tazobactam,compatible
Ketamine,Propofol,compatible
Ketamine,Rocuronium Bromid,incompatible
Ketamine,Natri bicarbonat,incompatible
Ketamine,Natri Chlorid,unknown
Ketamine,Natri lactat,unknown
Ketamine,Sugammadex,unknown
Ketamine,Terbutalin sulfat,unknown
Ketamine,Tinidazol,unknown
Ketamine,Tobramycin sulfat,compatible
Ketamine,Vancomycin,compatible
Ketamine,Voriconazol,unknown
Ketorolac Tromethamol,Levobupivacain,unknown
Ketorolac Tromethamol,Levofloxacin,incompatible
Ketorolac Tromethamol,Lidocain hydroclorid,compatible
Ketorolac Tromethamol,Linezolid,compatible
Ketorolac Tromethamol,Magie Chlorid,unknown
Ketorolac Tromethamol,Magie sulfat,compatible
Ketorolac Tromethamol,Manitol,compatible
Ketorolac Tromethamol,Meropenem,unknown
Ketorolac Tromethamol,Methotrexat,compatible
Ketorolac Tromethamol,Methylprednisolon,unknown
Ketorolac Tromethamol,Metronidazol,compatible
Ketorolac Tromethamol,Micafungin natri,unknown
Ketorolac Tromethamol,Midazolam,incompatible
Ketorolac Tromethamol,Milrinone,compatible
Ketorolac Tromethamol,Morphin sulfat,compatible
Ketorolac Tromethamol,Natri colistimethat,unknown
Ketorolac Tromethamol,Recombinant Human Erythropoietin alfa,compatible
Ketorolac Tromethamol,Naloxon hydroclorid,compatible
Ketorolac Tromethamol,Neostigmin methylsulfat,unknown
Ketorolac Tromethamol,Nicardipin hydrochlorid,incompatible
Ketorolac Tromethamol,Noradrenalin,unknown
Ketorolac Tromethamol,Octreotide,compatible
Ketorolac Tromethamol,Omeprazol,unknown
Ketorolac Tromethamol,Ondansetron,compatible
Ketorolac Tromethamol,Oxacilin,compatible
Ketorolac Tromethamol,Pantoprazol,incompatible
Ketorolac Tromethamol,Phenobarbital,compatible
Ketorolac Tromethamol,Phytomenadion,compatible
Ketorolac Tromethamol,Piperacilin + Tazobactam,compatible
Ketorolac Tromethamol,Propofol,unknown
Ketorolac Tromethamol,Rocuronium Bromid,incompatible
Ketorolac Tromethamol,Natri bicarbonat,compatible
Ketorolac Tromethamol,Natri Chlorid,unknown
Ketorolac Tromethamol,Natri lactat,unknown
Ketorolac Tromethamol,Sugammadex,unknown
Ketorolac Tromethamol,Terbutalin sulfat,unknown
Ketorolac Tromethamol,Tinidazol,unknown
Ketorolac Tromethamol,Tobramycin sulfat,compatible
Ketorolac Tromethamol,Vancomycin,incompatible
Ketorolac Tromethamol,Voriconazol,compatible
Levobupivacain,Levofloxacin,unknown
Levobupivacain,Lidocain hydroclorid,unknown
Levobupivacain,Linezolid,unknown
Levobupivacain,Magie Chlorid,unknown
Levobupivacain,Magie sulfat,unknown
Levobupivacain,Manitol,unknown
Levobupivacain,Meropenem,unknown
Levobupivacain,Methotrexat,unknown
Levobupivacain,Methylprednisolon,unknown
Levobupivacain,Metronidazol,unknown
Levobupivacain,Micafungin natri,unknown
Levobupivacain,Midazolam,unknown
Levobupivacain,Milrinone,unknown
Levobupivacain,Morphin sulfat,unknown
Levobupivacain,Natri colistimethat,unknown
Levobupivacain,Recombinant Human Erythropoietin alfa,unknown
Levobupivacain,Naloxon hydroclorid,unknown
Levobupivacain,Neostigmin methylsulfat,unknown
Levobupivacain,Nicardipin hydrochlorid,unknown
Levobupivacain,Noradrenalin,unknown
Levobupivacain,Octreotide,unknown
Levobupivacain,Omeprazol,unknown
Levobupivacain,Ondansetron,unknown
Levobupivacain,Oxacilin,unknown
Levobupivacain,Pantoprazol,unknown
Levobupivacain,Phenobarbital,unknown
Levobupivacain,Phytomenadion,unknown
Levobupivacain,Piperacilin + Tazobactam,unknown
Levobupivacain,Propofol,unknown
Levobupivacain,Rocuronium Bromid,unknown
Levobupivacain,Natri bicarbonat,unknown
Levobupivacain,Natri Chlorid,unknown
Levobupivacain,Natri lactat,unknown
Levobupivacain,Sugammadex,unknown
Levobupivacain,Terbutalin sulfat,unknown
Levobupivacain,Tinidazol,unknown
Levobupivacain,Tobramycin sulfat,unknown
Levobupivacain,Vancomycin,unknown
Levobupivacain,Voriconazol,unknown
Levofloxacin,Lidocain hydroclorid,compatible
Levofloxacin,Linezolid,compatible
Levofloxacin,Magie Chlorid,unknown
Levofloxacin,Manitol,compatible
Levofloxacin,Meropenem,unknown
Levofloxacin,Methotrexat,incompatible
Levofloxacin,Methylprednisolon,unknown
Levofloxacin,Metronidazol,compatible
Levofloxacin,Micafungin natri,incompatible
Levofloxacin,Midazolam,compatible
Levofloxacin,Milrinone,compatible
Levofloxacin,Morphin sulfat,controversial
Levofloxacin,Natri colistimethat,unknown
Levofloxacin,Recombinant Human Erythropoietin alfa,unknown
Levofloxacin,Naloxon hydroclorid,compatible
Levofloxacin,Neostigmin methylsulfat,unknown
Levofloxacin,Nicardipin hydrochlorid,compatible
Levofloxacin,Noradrenalin,unknown
Levofloxacin,Octreotide,compatible
Levofloxacin,Omeprazol,unknown
Levofloxacin,Ondansetron,compatible
Levofloxacin,Oxacilin,compatible
Levofloxacin,Pantoprazol,incompatible
Levofloxacin,Phenobarbital,controversial
Levofloxacin,Phytomenadion,unknown
Levofloxacin,Piperacilin + Tazobactam,incompatible
Levofloxacin,Propofol,incompatible
Levofloxacin,Rocuronium Bromid,compatible
Levofloxacin,Natri bicarbonat,compatible
Levofloxacin,Natri Chlorid,unknown
Levofloxacin,Natri lactat,unknown
Levofloxacin,Sugammadex,unknown
Levofloxacin,Terbutalin sulfat,unknown
Levofloxacin,Tinidazol,unknown
Levofloxacin,Tobramycin sulfat,compatible
Levofloxacin,Vancomycin,compatible
Levofloxacin,Voriconazol,compatible
Lidocain hydroclorid,Linezolid,compatible
Lidocain hydroclorid,Magie Chlorid,unknown
Lidocain hydroclorid,Magie sulfat,compatible
Lidocain hydroclorid,Manitol,compatible
Lidocain hydroclorid,Meropenem,compatible
Lidocain hydroclorid,Methotrexat,compatible
Lidocain hydroclorid,Methylprednisolon,unknown
Lidocain hydroclorid,Metronidazol,compatible
Lidocain hydroclorid,Micafungin natri,compatible
Lidocain hydroclorid,Midazolam,compatible
Lidocain hydroclorid,Milrinone,incompatible
Lidocain hydroclorid,Morphin sulfat,compatible
Lidocain hydroclorid,Natri colistimethat,compatible
Lidocain hydroclorid,Recombinant Human Erythropoietin alfa,compatible
Lidocain hydroclorid,Naloxon hydroclorid,compatible
Lidocain hydroclorid,Neostigmin methylsulfat,unknown
Lidocain hydroclorid,Nicardipin hydrochlorid,compatible
Lidocain hydroclorid,Noradrenalin,unknown
Lidocain hydroclorid,Octreotide,compatible
Lidocain hydroclorid,Omeprazol,unknown
Lidocain hydroclorid,Ondansetron,compatible
Lidocain hydroclorid,Oxacilin,compatible
Lidocain hydroclorid,Pantoprazol,incompatible
Lidocain hydroclorid,Phenobarbital,controversial
Lidocain hydroclorid,Phytomenadion,compatible
Lidocain hydroclorid,Piperacilin + Tazobactam,compatible
Lidocain hydroclorid,Propofol,controversial
Lidocain hydroclorid,Rocuronium Bromid,compatible
Lidocain hydroclorid,Natri bicarbonat,compatible
Lidocain hydroclorid,Natri Chlorid,unknown
Lidocain hydroclorid,Natri lactat,unknown
Lidocain hydroclorid,Sugammadex,unknown
Lidocain hydroclorid,Terbutalin sulfat,unknown
Lidocain hydroclorid,Tinidazol,unknown
Lidocain hydroclorid,Tobramycin sulfat,compatible
Lidocain hydroclorid,Vancomycin,compatible
Lidocain hydroclorid,Voriconazol,compatible
Linezolid,Magie Chlorid,unknown
Linezolid,Magie sulfat,compatible
Linezolid,Manitol,compatible
Linezolid,Meropenem,compatible
Linezolid,Methotrexat,compatible
Linezolid,Methylprednisolon,unknown
Linezolid,Metronidazol,compatible
Linezolid,Micafungin natri,unknown
Linezolid,Midazolam,compatible
Linezolid,Milrinone,compatible
Linezolid,Morphin sulfat,compatible
Linezolid,Natri colistimethat,compatible
Linezolid,Recombinant Human Erythropoietin alfa,unknown
Linezolid,Naloxon hydroclorid,compatible
Linezolid,Neostigmin methylsulfat,unknown
Linezolid,Nicardipin hydrochlorid,compatible
Linezolid,Noradrenalin,unknown
Linezolid,Octreotide,compatible
Linezolid,Omeprazol,unknown
Linezolid,Ondansetron,compatible
Linezolid,Oxacilin,unknown
Linezolid,Pantoprazol,incompatible
Linezolid,Phenobarbital,compatible
Linezolid,Phytomenadion,unknown
Linezolid,Piperacilin + Tazobactam,compatible
Linezolid,Propofol,unknown
Linezolid,Rocuronium Bromid,compatible
Linezolid,Natri bicarbonat,compatible
Linezolid,Natri Chlorid,unknown
Linezolid,Natri lactat,unknown
Linezolid,Sugammadex,unknown
Linezolid,Terbutalin sulfat,unknown
Linezolid,Tinidazol,unknown
Linezolid,Tobramycin sulfat,compatible
Linezolid,Vancomycin,compatible
Linezolid,Voriconazol,compatible
Magie Chlorid,Magie sulfat,unknown
Magie Chlorid,Manitol,unknown
Magie Chlorid,Meropenem,unknown
Magie Chlorid,Methotrexat,unknown
Magie Chlorid,Methylprednisolon,unknown
Magie Chlorid,Metronidazol,unknown
Magie Chlorid,Micafungin natri,unknown
Magie Chlorid,Midazolam,unknown
Magie Chlorid,Milrinone,unknown
Magie Chlorid,Morphin sulfat,unknown
Magie Chlorid,Natri colistimethat,unknown
Magie Chlorid,Recombinant Human Erythropoietin alfa,unknown
Magie Chlorid,Naloxon hydroclorid,unknown
Magie Chlorid,Neostigmin methylsulfat,unknown
Magie Chlorid,Nicardipin hydrochlorid,unknown
Magie Chlorid,Noradrenalin,unknown
Magie Chlorid,Octreotide,unknown
Magie Chlorid,Omeprazol,unknown
Magie Chlorid,Ondansetron,unknown
Magie Chlorid,Oxacilin,unknown
Magie Chlorid,Pantoprazol,unknown
Magie Chlorid,Phenobarbital,unknown
Magie Chlorid,Phytomenadion,unknown
Magie Chlorid,Piperacilin + Tazobactam,unknown
Magie Chlorid,Propofol,unknown
Magie Chlorid,Rocuronium Bromid,unknown
Magie Chlorid,Natri bicarbonat,unknown
Magie Chlorid,Natri Chlorid,unknown
Magie Chlorid,Natri lactat,unknown
Magie Chlorid,Sugammadex,unknown
Magie Chlorid,Terbutalin sulfat,unknown
Magie Chlorid,Tinidazol,unknown
Magie Chlorid,Tobramycin sulfat,unknown
Magie Chlorid,Vancomycin,unknown
Magie Chlorid,Voriconazol,unknown
Magie sulfat,Manitol,compatible
Magie sulfat,Meropenem,compatible
Magie sulfat,Methotrexat,compatible
Magie sulfat,Methylprednisolon,unknown
Magie sulfat,Metronidazol,compatible
Magie sulfat,Micafungin natri,compatible
Magie sulfat,Midazolam,compatible
Magie sulfat,Milrinone,compatible
Magie sulfat,Morphin sulfat,compatible
Magie sulfat,Natri colistimethat,unknown
Magie sulfat,Recombinant Human Erythropoietin alfa,compatible
Magie sulfat,Naloxon hydroclorid,controversial
Magie sulfat,Neostigmin methylsulfat,unknown
Magie sulfat,Nicardipin hydrochlorid,compatible
Magie sulfat,Noradrenalin,unknown
Magie sulfat,Octreotide,compatible
Magie sulfat,Omeprazol,unknown
Magie sulfat,Ondansetron,compatible
Magie sulfat,Oxacilin,controversial
Magie sulfat,Pantoprazol,controversial
Magie sulfat,Phenobarbital,compatible
Magie sulfat,Phytomenadion,incompatible
Magie sulfat,Piperacilin + Tazobactam,compatible
Magie sulfat,Propofol,controversial
Magie sulfat,Rocuronium Bromid,compatible
Magie sulfat,Natri bicarbonat,compatible
Magie sulfat,Natri Chlorid,unknown
Magie sulfat,Natri lactat,unknown
Magie sulfat,Sugammadex,unknown
Magie sulfat,Terbutalin sulfat,unknown
Magie sulfat,Tinidazol,unknown
Magie sulfat,Tobramycin sulfat,compatible
Magie sulfat,Vancomycin,compatible
Magie sulfat,Voriconazol,compatible
Manitol,Meropenem,compatible
Manitol,Methotrexat,compatible
Manitol,Methylprednisolon,unknown
Manitol,Metronidazol,compatible
Manitol,Micafungin natri,unknown
Manitol,Midazolam,compatible
Manitol,Milrinone,compatible
Manitol,Morphin sulfat,compatible
Manitol,Natri colistimethat,unknown
Manitol,Recombinant Human Erythropoietin alfa,compatible
Manitol,Naloxon hydroclorid,compatible
Manitol,Neostigmin methylsulfat,unknown
Manitol,Nicardipin hydrochlorid,compatible
Manitol,Noradrenalin,unknown
Manitol,Octreotide,compatible
Manitol,Omeprazol,unknown
Manitol,Ondansetron,compatible
Manitol,Oxacilin,compatible
Manitol,Pantoprazol,controversial
Manitol,Phenobarbital,compatible
Manitol,Phytomenadion,compatible
Manitol,Piperacilin + Tazobactam,compatible
Manitol,Propofol,compatible
Manitol,Rocuronium Bromid,compatible
Manitol,Natri bicarbonat,compatible
Manitol,Natri Chlorid,unknown
Manitol,Natri lactat,unknown
Manitol,Sugammadex,unknown
Manitol,Terbutalin sulfat,unknown
Manitol,Tinidazol,unknown
Manitol,Tobramycin sulfat,compatible
Manitol,Vancomycin,compatible
Manitol,Voriconazol,compatible
Meropenem,Methotrexat,compatible
