record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:649bfa4853b5b4cd,Tình trạng ống mật tắc nghẽn cơ học,tinh trang ong mat tac nghen co hoc,1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,Tình trạng ống mật tắc nghẽn cơ học,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:eeb7c14c03f10467,"Tình trạng tan máu, phù toàn thân có nguồn gốc tim, thận và rối loạn nhịp tim","tinh trang tan mau, phu toan than co nguon goc tim, than va roi loan nhip tim",1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,,"Tình trạng tan máu, phù toàn thân có nguồn gốc tim, thận và rối loạn nhịp tim",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:eeb7c14c03f10467,"Tình trạng tan máu, phù toàn thân có nguồn gốc tim, thận và rối loạn nhịp tim","tinh trang tan mau, phu toan than co nguon goc tim, than va roi loan nhip tim",1,edema,Phù,clinical_finding,systemic,,,,,,"Tình trạng tan máu, phù toàn thân có nguồn gốc tim, thận và rối loạn nhịp tim",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5715c28e1967e053,To đại tràng do suy giảm trương lực,to dai trang do suy giam truong luc,1,megacolon,Phình đại tràng,disease,gastrointestinal,,,,,,To đại tràng do suy giảm trương lực,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c3576b803a623667,Toan chuyển hóa cấp tính hoặc mãn tính,toan chuyen hoa cap tinh hoac man tinh,1,metabolic_acidosis,Nhiễm toan chuyển hóa,clinical_finding,metabolic,,acute,,,,Toan chuyển hóa cấp tính hoặc mãn tính,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5ee7016829c9bae5,Toan huyết nặng,toan huyet nang,1,metabolic_acidosis,Nhiễm toan chuyển hóa,clinical_finding,metabolic,severe,,,,,Toan huyết nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:108b57b1714c5312,Tổn thương chức năng gan / Suy gan nặng,ton thuong chuc nang gan suy gan nang,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,severe,,,,,Tổn thương chức năng gan / Suy gan nặng,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9b6ab37e9d982676,Tổn thương chức năng thận / Suy thận nặng,ton thuong chuc nang than suy than nang,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,severe,,,,,Tổn thương chức năng thận / Suy thận nặng,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:55f3f634824742ee,Tổn thương da nghi ngờ không được chẩn đoán hoặc có tiền sử ung thư sắc tố,ton thuong da nghi ngo khong duoc chan doan hoac co tien su ung thu sac to,1,melanoma,Ung thư hắc tố,disease,oncologic,,,,,,Tổn thương da nghi ngờ không được chẩn đoán hoặc có tiền sử ung thư sắc tố,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6e8afeca31c3a82d,tổn thương gan nặng hoặc bệnh não gan,ton thuong gan nang hoac benh nao gan,1,hepatic_encephalopathy,Bệnh não gan,disease,hepatic,,,,,,tổn thương gan nặng hoặc bệnh não gan,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6e8afeca31c3a82d,tổn thương gan nặng hoặc bệnh não gan,ton thuong gan nang hoac benh nao gan,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,tổn thương gan nặng hoặc bệnh não gan,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6f90fd99b7fce4a8,"Tổn thương não, động kinh","ton thuong nao, dong kinh",1,epilepsy,Động kinh/co giật,disease,neurologic,,,,,,"Tổn thương não, động kinh",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:64d0b2bdd771ec9d,Tổn thương nhu mô gan,ton thuong nhu mo gan,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,Tổn thương nhu mô gan,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:40fc78513f7d7b2d,"Tổn thương ở da do virus (như herpes hay varicella), nấm hay nhiễm trùng ngoài da do vi khuẩn, nhiễm ký sinh trùng, biểu hiện ngoài da của bệnh lao, viêm da quanh miệng, teo da, chứng dãn tĩnh mạch da, bệnh vảy cá, trứng cá, trứng cá đỏ, các vết loét và vết thương","ton thuong o da do virus nhu herpes hay varicella , nam hay nhiem trung ngoai da do vi khuan, nhiem ky sinh trung, bieu hien ngoai da cua benh lao, viem da quanh mieng, teo da, chung dan tinh mach da, benh vay ca, trung ca, trung ca do, cac vet loet va vet thuong",1,tuberculosis,Bệnh lao,disease,infectious,,,,,,"Tổn thương ở da do virus (như herpes hay varicella), nấm hay nhiễm trùng ngoài da do vi khuẩn, nhiễm ký sinh trùng, biểu hiện ngoài da của bệnh lao, viêm da quanh miệng, teo da, chứng dãn tĩnh mạch da, bệnh vảy cá, trứng cá, trứng cá đỏ, các vết loét và vết thương",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:40fc78513f7d7b2d,"Tổn thương ở da do virus (như herpes hay varicella), nấm hay nhiễm trùng ngoài da do vi khuẩn, nhiễm ký sinh trùng, biểu hiện ngoài da của bệnh lao, viêm da quanh miệng, teo da, chứng dãn tĩnh mạch da, bệnh vảy cá, trứng cá, trứng cá đỏ, các vết loét và vết thương","ton thuong o da do virus nhu herpes hay varicella , nam hay nhiem trung ngoai da do vi khuan, nhiem ky sinh trung, bieu hien ngoai da cua benh lao, viem da quanh mieng, teo da, chung dan tinh mach da, benh vay ca, trung ca, trung ca do, cac vet loet va vet thuong",1,acne_rosacea,Trứng cá đỏ,disease,dermatologic,,,,,,"Tổn thương ở da do virus (như herpes hay varicella), nấm hay nhiễm trùng ngoài da do vi khuẩn, nhiễm ký sinh trùng, biểu hiện ngoài da của bệnh lao, viêm da quanh miệng, teo da, chứng dãn tĩnh mạch da, bệnh vảy cá, trứng cá, trứng cá đỏ, các vết loét và vết thương",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ad7963463ac03d38,Tổn thương thận,ton thuong than,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,Tổn thương thận,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:3ab8c7d81d1a20c9,Tổn thương thận / Clcr < 20 ml/phút,ton thuong than clcr < phut,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,Clcr < 20 ml/phút,Tổn thương thận / Clcr < 20 ml/phút,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0cbbb53f08b85451,"Tổn thương, chấn thương và phẫu thuật ở thần kinh trung ương, ở mắt và ở tai","ton thuong, chan thuong va phau thuat o than kinh trung uong, o mat va o tai",1,central_nervous_system_injury,Tổn thương hệ thần kinh trung ương,clinical_state,neurologic,,,,,,"Tổn thương, chấn thương và phẫu thuật ở thần kinh trung ương, ở mắt và ở tai",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:141ac5b5e59a2504,Trầm cảm hoặc có tiền sử phụ thuộc thuốc,tram cam hoac co tien su phu thuoc thuoc,1,depression,Trầm cảm,disease,psychiatric,,,,,,Trầm cảm hoặc có tiền sử phụ thuộc thuốc,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:141ac5b5e59a2504,Trầm cảm hoặc có tiền sử phụ thuộc thuốc,tram cam hoac co tien su phu thuoc thuoc,1,edema,Phù,clinical_finding,systemic,,,,,,Trầm cảm hoặc có tiền sử phụ thuộc thuốc,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6e13a401c6448330,Trầm cảm hoặc lo âu kết hợp với trầm cảm,tram cam hoac lo au ket hop voi tram cam,1,depression,Trầm cảm,disease,psychiatric,,,,,,Trầm cảm hoặc lo âu kết hợp với trầm cảm,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6e13a401c6448330,Trầm cảm hoặc lo âu kết hợp với trầm cảm,tram cam hoac lo au ket hop voi tram cam,1,anxiety_fear_state,Lo âu/ám ảnh/sợ hãi,disease,psychiatric,,,,,,Trầm cảm hoặc lo âu kết hợp với trầm cảm,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1b0d97385e8de4dd,Trầm cảm lưỡng cực,tram cam luong cuc,1,depression,Trầm cảm,disease,psychiatric,,,,,,Trầm cảm lưỡng cực,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1b0d97385e8de4dd,Trầm cảm lưỡng cực,tram cam luong cuc,1,bipolar_disorder,Rối loạn lưỡng cực,disease,psychiatric,,,,,,Trầm cảm lưỡng cực,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1b8ca4acae4e4515,Tràn bàng quang hoặc vô niệu,tran bang quang hoac vo nieu,1,anuria,Vô niệu,clinical_finding,renal,,,,,,Tràn bàng quang hoặc vô niệu,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1433bc1e94be1a89,"tràn khí màng phổi, kén khí, tràn khí trung thất","tran khi mang phoi, ken khi, tran khi trung that",1,pneumothorax,Tràn khí màng phổi,disease,respiratory,,,,,,"tràn khí màng phổi, kén khí, tràn khí trung thất",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2adf62c639b4e5a1,Trạng thái ám ảnh hoặc sợ hãi,trang thai am anh hoac so hai,1,anxiety_fear_state,Lo âu/ám ảnh/sợ hãi,disease,psychiatric,,,,,,Trạng thái ám ảnh hoặc sợ hãi,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4a5d304b237f94bb,"Trạng thái tiền hôn mê hoặc hôn mê đái tháo đường, nhiễm toan ceton do đái tháo đường","trang thai tien hon me hoac hon me dai thao duong, nhiem toan ceton do dai thao duong",1,diabetic_ketoacidosis,Nhiễm toan ceton do đái tháo đường,disease,endocrine,,,,,,"Trạng thái tiền hôn mê hoặc hôn mê đái tháo đường, nhiễm toan ceton do đái tháo đường",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4a5d304b237f94bb,"Trạng thái tiền hôn mê hoặc hôn mê đái tháo đường, nhiễm toan ceton do đái tháo đường","trang thai tien hon me hoac hon me dai thao duong, nhiem toan ceton do dai thao duong",1,coma,Hôn mê,clinical_finding,neurologic,,,,,,"Trạng thái tiền hôn mê hoặc hôn mê đái tháo đường, nhiễm toan ceton do đái tháo đường",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ec1cfd5ad6c9fecf,Trẻ em suy thận vừa và nặng,tre em suy than vua va nang,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,severe,,,,,Trẻ em suy thận vừa và nặng,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9c11af158edcee54,Trẻ nhỏ (đặc biệt ở trẻ mất nước và suy thận),tre nho dac biet o tre mat nuoc va suy than,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,Trẻ nhỏ (đặc biệt ở trẻ mất nước và suy thận),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9c11af158edcee54,Trẻ nhỏ (đặc biệt ở trẻ mất nước và suy thận),tre nho dac biet o tre mat nuoc va suy than,1,dehydration,Mất nước,clinical_finding,metabolic,,,,,,Trẻ nhỏ (đặc biệt ở trẻ mất nước và suy thận),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a94b9e1b1fce0a56,Trẻ sơ sinh bị giảm khả năng vận động của ruột (sau khi phẫu thuật hoặc do thuốc gây ra),tre so sinh bi giam kha nang van dong cua ruot sau khi phau thuat hoac do thuoc gay ra,1,intestinal_hypomotility,Giảm nhu động ruột,clinical_finding,gastrointestinal,,,,,,Trẻ sơ sinh bị giảm khả năng vận động của ruột (sau khi phẫu thuật hoặc do thuốc gây ra),or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1c2082ea02afc512,Triệu chứng ngộ độc giáp trạng,trieu chung ngo doc giap trang,1,thyrotoxicosis,Nhiễm độc giáp,disease,endocrine,,,,,,Triệu chứng ngộ độc giáp trạng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:91d096cd1e0bd962,Tụt huyết áp,tut huyet ap,1,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,Tụt huyết áp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:550bf611de0cbf83,U ác tính tiêu xương,u ac tinh tieu xuong,1,bone_malignancy,Bệnh xương ác tính,disease,oncologic,,,,,,U ác tính tiêu xương,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4fa4652629d02552,U carcinoid,u carcinoid,1,carcinoid_tumor,U carcinoid,disease,oncologic,,,,,,U carcinoid,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:04182d0e98270276,U hạt,u hat,1,granulomatous_disease,Bệnh u hạt,disease,immune,,,,,,U hạt,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cb07963b2165690e,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng","u mat va roi loan tac nghen mat, suy gan nang",1,cholestasis,Ứ mật,disease,hepatic,,,,,,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cb07963b2165690e,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng","u mat va roi loan tac nghen mat, suy gan nang",1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cb07963b2165690e,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng","u mat va roi loan tac nghen mat, suy gan nang",1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,"Ứ mật và rối loạn tắc nghẽn mật, suy gan nặng",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2c5ade90eed28a7a,Ứ nước,u nuoc,1,fluid_overload,Quá tải dịch,clinical_finding,metabolic,,,,,,Ứ nước,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e954b0c271887988,"Ứ nước hoặc phù nề, cao huyết áp","u nuoc hoac phu ne, cao huyet ap",1,hypertension,Tăng huyết áp,disease,cardiovascular,,,,,,"Ứ nước hoặc phù nề, cao huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e954b0c271887988,"Ứ nước hoặc phù nề, cao huyết áp","u nuoc hoac phu ne, cao huyet ap",1,fluid_overload,Quá tải dịch,clinical_finding,metabolic,,,,,,"Ứ nước hoặc phù nề, cao huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e954b0c271887988,"Ứ nước hoặc phù nề, cao huyết áp","u nuoc hoac phu ne, cao huyet ap",1,edema,Phù,clinical_finding,systemic,,,,,,"Ứ nước hoặc phù nề, cao huyết áp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d85be9026cfba20e,U tế bào ưa crom / U tủy thượng thận,u te bao ua crom u tuy thuong than,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tế bào ưa crom / U tủy thượng thận,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d85be9026cfba20e,U tế bào ưa crom / U tủy thượng thận,u te bao ua crom u tuy thuong than,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tế bào ưa crom / U tủy thượng thận,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:de47905a5eddc13e,U tủy thượng thận chưa được điều trị,u tuy thuong than chua duoc dieu tri,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tủy thượng thận chưa được điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:de47905a5eddc13e,U tủy thượng thận chưa được điều trị,u tuy thuong than chua duoc dieu tri,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tủy thượng thận chưa được điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b3fcccec823d3e62,u tủy thượng thận hoặc nghi ngờ u tủy thượng thận,u tuy thuong than hoac nghi ngo u tuy thuong than,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,u tủy thượng thận hoặc nghi ngờ u tủy thượng thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b3fcccec823d3e62,u tủy thượng thận hoặc nghi ngờ u tủy thượng thận,u tuy thuong than hoac nghi ngo u tuy thuong than,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,u tủy thượng thận hoặc nghi ngờ u tủy thượng thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4f36244819f0067e,U tủy thượng thận không điều trị,u tuy thuong than khong dieu tri,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tủy thượng thận không điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4f36244819f0067e,U tủy thượng thận không điều trị,u tuy thuong than khong dieu tri,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tủy thượng thận không điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9e66b8ff9191b4f8,U tủy thượng thận không được điều trị,u tuy thuong than khong duoc dieu tri,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tủy thượng thận không được điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9e66b8ff9191b4f8,U tủy thượng thận không được điều trị,u tuy thuong than khong duoc dieu tri,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tủy thượng thận không được điều trị,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:290f7b429f9d2c64,U tủy thượng thận và rối loạn porphyrin cấp tính,u tuy thuong than va roi loan porphyrin cap tinh,1,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tủy thượng thận và rối loạn porphyrin cấp tính,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:290f7b429f9d2c64,U tủy thượng thận và rối loạn porphyrin cấp tính,u tuy thuong than va roi loan porphyrin cap tinh,1,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,,,,,U tủy thượng thận và rối loạn porphyrin cấp tính,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:290f7b429f9d2c64,U tủy thượng thận và rối loạn porphyrin cấp tính,u tuy thuong than va roi loan porphyrin cap tinh,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tủy thượng thận và rối loạn porphyrin cấp tính,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f6f2f6e1a1bc0ecb,U tủy xương ác tính,u tuy xuong ac tinh,1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,U tủy xương ác tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:333a87dbffaf103b,"U tủy, di căn xương hoặc bệnh xương ác tính khác","u tuy, di can xuong hoac benh xuong ac tinh khac",1,multiple_myeloma,Đa u tủy,disease,oncologic,,,,,,"U tủy, di căn xương hoặc bệnh xương ác tính khác",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:333a87dbffaf103b,"U tủy, di căn xương hoặc bệnh xương ác tính khác","u tuy, di can xuong hoac benh xuong ac tinh khac",1,bone_malignancy,Bệnh xương ác tính,disease,oncologic,,,,,,"U tủy, di căn xương hoặc bệnh xương ác tính khác",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4f1819fe80d22342,u tuyến thượng thận,u tuyen thuong than,1,adrenal_tumor,U tuyến thượng thận,disease,endocrine,,,,,,u tuyến thượng thận,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8946ce9670fa47a4,"Ức chế hệ thần kinh trung ương nặng, hôn mê, bệnh nặng ở gan hoặc tim","uc che he than kinh trung uong nang, hon me, benh nang o gan hoac tim",1,nervous_system_disease,Bệnh hệ thần kinh,disease,neurologic,,,,,,"Ức chế hệ thần kinh trung ương nặng, hôn mê, bệnh nặng ở gan hoặc tim",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8946ce9670fa47a4,"Ức chế hệ thần kinh trung ương nặng, hôn mê, bệnh nặng ở gan hoặc tim","uc che he than kinh trung uong nang, hon me, benh nang o gan hoac tim",1,coma,Hôn mê,clinical_finding,neurologic,,,,,,"Ức chế hệ thần kinh trung ương nặng, hôn mê, bệnh nặng ở gan hoặc tim",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:20ac6093841f8906,Ung thư hắc tố ác tính / Tổn thương da nghi ngờ không được chẩn đoán / Tiền sử ung thư hắc tố,ung thu hac to ac tinh ton thuong da nghi ngo khong duoc chan doan tien su ung thu hac to,1,melanoma,Ung thư hắc tố,disease,oncologic,,,,,,Ung thư hắc tố ác tính / Tổn thương da nghi ngờ không được chẩn đoán / Tiền sử ung thư hắc tố,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:54c6a3aef35ef7cf,Ung thư phụ thuộc prolactin như u tuyến yên tiết prolactin và ung thư vú,ung thu phu thuoc prolactin nhu u tuyen yen tiet prolactin va ung thu vu,1,edema,Phù,clinical_finding,systemic,,,,,,Ung thư phụ thuộc prolactin như u tuyến yên tiết prolactin và ung thư vú,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:54c6a3aef35ef7cf,Ung thư phụ thuộc prolactin như u tuyến yên tiết prolactin và ung thư vú,ung thu phu thuoc prolactin nhu u tuyen yen tiet prolactin va ung thu vu,1,breast_cancer,Ung thư vú,disease,oncologic,,,,,,Ung thư phụ thuộc prolactin như u tuyến yên tiết prolactin và ung thư vú,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5a7cc6dc747494d8,Vấn đề di truyền hiếm gặp về hấp thu fructose,van de di truyen hiem gap ve hap thu fructose,1,hereditary_fructose_intolerance,Không dung nạp fructose di truyền,disease,metabolic,,,,,,Vấn đề di truyền hiếm gặp về hấp thu fructose,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2f9db8d081a8d069,"Vấn đề di truyền hiếm gặp về không dung nạp fructose, kém hấp thu glucose-galactose hoặc thiếu hụt sucrose - isomaltose","van de di truyen hiem gap ve khong dung nap fructose, kem hap thu glucose galactose hoac thieu hut sucrose isomaltose",1,hereditary_fructose_intolerance,Không dung nạp fructose di truyền,disease,metabolic,,,,,,"Vấn đề di truyền hiếm gặp về không dung nạp fructose, kém hấp thu glucose-galactose hoặc thiếu hụt sucrose - isomaltose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
